"filename", "language", "Go", "Markdown", "Shell Script", "Docker", "JSON", "Protocol Buffers", "XML", "YAML", "comment", "blank", "total"
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\myUtils\logMap\loadConfig.go", "Go", 17, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\myUtils\logMap\loadConfig_test.go", "Go", 1, 0, 0, 0, 0, 0, 0, 0, 27, 2, 30
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\myUtils\logMap\logMap.go", "Go", 86, 0, 0, 0, 0, 0, 0, 0, 55, 35, 176
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\myUtils\logMap\logMap_test.go", "Go", 14, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\myUtils\logMap\readme.md", "Markdown", 0, 3, 0, 0, 0, 0, 0, 0, 0, 2, 5
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\myUtils\logMap\test.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\myUtils\nodeEncode\base64_ByteArray.go", "Go", 9, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\myUtils\nodeEncode\base64_IntArray.go", "Go", 48, 0, 0, 0, 0, 0, 0, 0, 0, 6, 54
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\myUtils\nodeEncode\base64_IntArray_test.go", "Go", 17, 0, 0, 0, 0, 0, 0, 0, 5, 4, 26
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\myUtils\shortMessageService\loadSecurity.go", "Go", 25, 0, 0, 0, 0, 0, 0, 0, 0, 4, 29
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\myUtils\shortMessageService\messageContent.go", "Go", 6, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\myUtils\shortMessageService\sendSMS.go", "Go", 59, 0, 0, 0, 0, 0, 0, 0, 40, 25, 124
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\myUtils\shortMessageService\sendSMS_test.go", "Go", 16, 0, 0, 0, 0, 0, 0, 0, 0, 5, 21
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\myUtils\timeParse\hoursToDays.go", "Go", 5, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\myUtils\timeParse\timeParse.go", "Go", 28, 0, 0, 0, 0, 0, 0, 0, 1, 9, 38
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\myUtils\timeParse\timeParse_suite_test.go", "Go", 10, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\myUtils\timeParse\timeParse_test.go", "Go", 32, 0, 0, 0, 0, 0, 0, 0, 0, 11, 43
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\myUtils\webapiError\webapiError.go", "Go", 35, 0, 0, 0, 0, 0, 0, 0, 0, 8, 43
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\Dockerfile", "Docker", 0, 0, 0, 12, 0, 0, 0, 0, 0, 7, 19
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\SmsNotifier\format.md", "Markdown", 0, 6, 0, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\SmsNotifier\smsNotifier.go", "Go", 113, 0, 0, 0, 0, 0, 0, 0, 0, 24, 137
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\authority\authApplication\authApplication.go", "Go", 100, 0, 0, 0, 0, 0, 0, 0, 3, 13, 116
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\authority\authGeneralFormDraftCRUD\generalFormDraftCRUD.go", "Go", 63, 0, 0, 0, 0, 0, 0, 0, 3, 10, 76
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\authority\authProject\authProject.go", "Go", 103, 0, 0, 0, 0, 0, 0, 0, 3, 13, 119
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\authority\authUserCRUD\userCRUD.go", "Go", 100, 0, 0, 0, 0, 0, 0, 0, 3, 12, 115
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\applicationDB\applicationDB.go", "Go", 26, 0, 0, 0, 0, 0, 0, 0, 0, 11, 37
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\applicationDB\applicationDB_suite_test.go", "Go", 24, 0, 0, 0, 0, 0, 0, 0, 0, 8, 32
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\applicationDB\applicationDB_test.go", "Go", 254, 0, 0, 0, 0, 0, 0, 0, 6, 31, 291
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\applicationDB\applicationPg.go", "Go", 95, 0, 0, 0, 0, 0, 0, 0, 1, 15, 111
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\applicationDM\applicationDM.go", "Go", 21, 0, 0, 0, 0, 0, 0, 0, 0, 9, 30
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\applicationDM\applicationDM_suite_test.go", "Go", 33, 0, 0, 0, 0, 0, 0, 0, 0, 9, 42
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\applicationDM\forHistory.go", "Go", 64, 0, 0, 0, 0, 0, 0, 0, 0, 13, 77
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\applicationDM\memoryMap.go", "Go", 116, 0, 0, 0, 0, 0, 0, 0, 2, 26, 144
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\applicationDM\memoryMap_test.go", "Go", 256, 0, 0, 0, 0, 0, 0, 0, 6, 31, 293
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\generalFormDraftDB\generalFormDraftDB.go", "Go", 11, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\generalFormDraftDB\generalFormDraftDB_test.go", "Go", 71, 0, 0, 0, 0, 0, 0, 0, 0, 12, 83
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\generalFormDraftDB\generalFormDraftPg.go", "Go", 54, 0, 0, 0, 0, 0, 0, 0, 0, 10, 64
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\projectDB\projectDB.go", "Go", 27, 0, 0, 0, 0, 0, 0, 0, 2, 8, 37
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\projectDB\projectDB_suite_test.go", "Go", 24, 0, 0, 0, 0, 0, 0, 0, 0, 8, 32
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\projectDB\projectDB_test.go", "Go", 184, 0, 0, 0, 0, 0, 0, 0, 13, 51, 248
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\projectDB\projectPg.go", "Go", 146, 0, 0, 0, 0, 0, 0, 0, 2, 24, 172
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\projectDM\forHistory.go", "Go", 37, 0, 0, 0, 0, 0, 0, 0, 0, 10, 47
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\projectDM\memoryMap.go", "Go", 183, 0, 0, 0, 0, 0, 0, 0, 14, 54, 251
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\projectDM\memoryMap_test.go", "Go", 184, 0, 0, 0, 0, 0, 0, 0, 13, 52, 249
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\projectDM\projectDM.go", "Go", 24, 0, 0, 0, 0, 0, 0, 0, 1, 7, 32
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\projectDM\projectDM_suite_test.go", "Go", 31, 0, 0, 0, 0, 0, 0, 0, 1, 9, 41
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\projectResDM\projectResDM.go", "Go", 20, 0, 0, 0, 0, 0, 0, 0, 1, 5, 26
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\projectResDM\projectResGRpc.go", "Go", 86, 0, 0, 0, 0, 0, 0, 0, 2, 18, 106
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\userDB\postgre.go", "Go", 83, 0, 0, 0, 0, 0, 0, 0, 3, 13, 99
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\userDB\userDB.go", "Go", 14, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\userDB\userDB_suite_test.go", "Go", 23, 0, 0, 0, 0, 0, 0, 0, 0, 8, 31
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\userDB\userDB_test.go", "Go", 76, 0, 0, 0, 0, 0, 0, 0, 9, 11, 96
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\userDB\userDB_test.json", "JSON", 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 48
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\userDM\memoryMap.go", "Go", 199, 0, 0, 0, 0, 0, 0, 0, 21, 42, 262
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\userDM\userDM.go", "Go", 14, 0, 0, 0, 0, 0, 0, 0, 0, 8, 22
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\userTempDM\config\loadConfig.go", "Go", 52, 0, 0, 0, 0, 0, 0, 0, 1, 9, 62
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\userTempDM\config\loadConfig_test.go", "Go", 11, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\userTempDM\redisAndJwt.go", "Go", 123, 0, 0, 0, 0, 0, 0, 0, 5, 27, 155
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\userTempDM\security\loadSecurity.go", "Go", 16, 0, 0, 0, 0, 0, 0, 0, 0, 5, 21
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\userTempDM\userTempDM.go", "Go", 12, 0, 0, 0, 0, 0, 0, 0, 0, 5, 17
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\entrypoint.prod.sh", "Shell Script", 0, 0, 9, 0, 0, 0, 0, 0, 1, 4, 14
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\entrypoint.sh", "Shell Script", 0, 0, 10, 0, 0, 0, 0, 0, 1, 6, 17
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\handle\extractLoginUserInfo\extract.go", "Go", 43, 0, 0, 0, 0, 0, 0, 0, 26, 9, 78
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\handle\handleApplication\handleApp.go", "Go", 374, 0, 0, 0, 0, 0, 0, 0, 2, 58, 434
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\handle\handleGeneralFormDraft\generalFormDraftCRUD.go", "Go", 243, 0, 0, 0, 0, 0, 0, 0, 15, 37, 295
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\handle\handleLogin\applyLogin.go", "Go", 95, 0, 0, 0, 0, 0, 0, 0, 12, 18, 125
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\handle\handleLogin\login.go", "Go", 76, 0, 0, 0, 0, 0, 0, 0, 11, 18, 105
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\handle\handleLogin\logout.go", "Go", 12, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\handle\handleProjectRes\handleProjectRes.go", "Go", 219, 0, 0, 0, 0, 0, 0, 0, 6, 38, 263
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\handle\handleProject\queryProject.go", "Go", 144, 0, 0, 0, 0, 0, 0, 0, 0, 20, 164
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\handle\handleProject\updateAllocInfo.go", "Go", 42, 0, 0, 0, 0, 0, 0, 0, 1, 8, 51
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\handle\handleUser\allUsers.go", "Go", 56, 0, 0, 0, 0, 0, 0, 0, 0, 8, 64
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\handle\handleUser\retrieveUserLogin.go", "Go", 23, 0, 0, 0, 0, 0, 0, 0, 0, 4, 27
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\handle\handleUser\userCRUD.go", "Go", 247, 0, 0, 0, 0, 0, 0, 0, 14, 37, 298
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\infrastructure\infrastructure.go", "Go", 127, 0, 0, 0, 0, 0, 0, 0, 22, 32, 181
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\middleware\logGin.go", "Go", 26, 0, 0, 0, 0, 0, 0, 0, 12, 13, 51
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\middleware\tokenAuth.go", "Go", 25, 0, 0, 0, 0, 0, 0, 0, 2, 3, 30
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\model\application\appConst.go", "Go", 21, 0, 0, 0, 0, 0, 0, 0, 0, 7, 28
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\model\application\application.go", "Go", 73, 0, 0, 0, 0, 0, 0, 0, 3, 11, 87
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\model\generalFormDraft\generalFormDraft.go", "Go", 17, 0, 0, 0, 0, 0, 0, 0, 1, 4, 22
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\model\generalForm\generalForm.go", "Go", 9, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\model\gfApplication\gfApplication.go", "Go", 76, 0, 0, 0, 0, 0, 0, 0, 6, 19, 101
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\model\project\info.go", "Go", 71, 0, 0, 0, 0, 0, 0, 0, 6, 18, 95
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\model\project\updateInfo.go", "Go", 41, 0, 0, 0, 0, 0, 0, 0, 0, 8, 49
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\model\resource\resource.go", "Go", 6, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\model\user\checkUserName.go", "Go", 12, 0, 0, 0, 0, 0, 0, 0, 1, 6, 19
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\model\user\checkUserName_test.go", "Go", 27, 0, 0, 0, 0, 0, 0, 0, 0, 4, 31
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\model\user\user.go", "Go", 50, 0, 0, 0, 0, 0, 0, 0, 10, 16, 76
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\model\user\user_test.go", "Go", 1, 0, 0, 0, 0, 0, 0, 0, 52, 2, 55
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\server.go", "Go", 91, 0, 0, 0, 0, 0, 0, 0, 2, 18, 111
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\workflow\applyChangeResource\ApplyChangeResource_suite_test.go", "Go", 38, 0, 0, 0, 0, 0, 0, 0, 3, 14, 55
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\workflow\applyChangeResource\workflow.go", "Go", 339, 0, 0, 0, 0, 0, 0, 0, 44, 46, 429
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\workflow\applyChangeResource\workflow_test.go", "Go", 120, 0, 0, 0, 0, 0, 0, 0, 60, 17, 197
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\workflow\applyProjectAndResource\ApplyProjectAndResource_suite_test.go", "Go", 39, 0, 0, 0, 0, 0, 0, 0, 2, 14, 55
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\workflow\applyProjectAndResource\workflow.go", "Go", 357, 0, 0, 0, 0, 0, 0, 0, 35, 50, 442
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\workflow\applyProjectAndResource\workflow_test.go", "Go", 164, 0, 0, 0, 0, 0, 0, 0, 4, 24, 192
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\workflow\applyReturnComputeRes\workflow.go", "Go", 101, 0, 0, 0, 0, 0, 0, 0, 35, 17, 153
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\workflow\applyReturnStorageRes\workflow.go", "Go", 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\workflow\generalWorkflow.go", "Go", 84, 0, 0, 0, 0, 0, 0, 0, 6, 17, 107
"Total", "-", 13994, 992, 29, 24, 2840, 106, 129, 175, 1138, 3051, 22478
