"filename", "language", "Shell Script", "Markdown", "Go", "Docker", "JSON", "Protocol Buffers", "YAML", "XML", "comment", "blank", "total"
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\applicationDM\applicationDM_suite_test.go", "Go", 0, 0, 33, 0, 0, 0, 0, 0, 0, 9, 42
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\applicationDM\forHistory.go", "Go", 0, 0, 64, 0, 0, 0, 0, 0, 0, 13, 77
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\applicationDM\memoryMap.go", "Go", 0, 0, 116, 0, 0, 0, 0, 0, 2, 26, 144
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\applicationDM\memoryMap_test.go", "Go", 0, 0, 256, 0, 0, 0, 0, 0, 6, 31, 293
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\generalFormDraftDB\generalFormDraftDB.go", "Go", 0, 0, 11, 0, 0, 0, 0, 0, 0, 4, 15
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\generalFormDraftDB\generalFormDraftDB_test.go", "Go", 0, 0, 71, 0, 0, 0, 0, 0, 0, 12, 83
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\generalFormDraftDB\generalFormDraftPg.go", "Go", 0, 0, 54, 0, 0, 0, 0, 0, 0, 10, 64
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\projectDB\projectDB.go", "Go", 0, 0, 26, 0, 0, 0, 0, 0, 2, 8, 36
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\projectDB\projectDB_suite_test.go", "Go", 0, 0, 24, 0, 0, 0, 0, 0, 0, 8, 32
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\projectDB\projectDB_test.go", "Go", 0, 0, 184, 0, 0, 0, 0, 0, 13, 51, 248
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\projectDB\projectPg.go", "Go", 0, 0, 135, 0, 0, 0, 0, 0, 2, 22, 159
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\projectDM\forHistory.go", "Go", 0, 0, 37, 0, 0, 0, 0, 0, 0, 10, 47
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\projectDM\memoryMap.go", "Go", 0, 0, 160, 0, 0, 0, 0, 0, 12, 47, 219
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\projectDM\memoryMap_test.go", "Go", 0, 0, 184, 0, 0, 0, 0, 0, 13, 52, 249
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\projectDM\projectDM.go", "Go", 0, 0, 19, 0, 0, 0, 0, 0, 1, 6, 26
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\projectDM\projectDM_suite_test.go", "Go", 0, 0, 31, 0, 0, 0, 0, 0, 1, 9, 41
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\userDB\postgre.go", "Go", 0, 0, 83, 0, 0, 0, 0, 0, 3, 13, 99
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\userDB\userDB.go", "Go", 0, 0, 14, 0, 0, 0, 0, 0, 0, 3, 17
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\userDB\userDB_suite_test.go", "Go", 0, 0, 23, 0, 0, 0, 0, 0, 0, 8, 31
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\userDB\userDB_test.go", "Go", 0, 0, 76, 0, 0, 0, 0, 0, 9, 11, 96
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\userDB\userDB_test.json", "JSON", 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 48
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\userDM\memoryMap.go", "Go", 0, 0, 199, 0, 0, 0, 0, 0, 21, 42, 262
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\userDM\userDM.go", "Go", 0, 0, 14, 0, 0, 0, 0, 0, 0, 8, 22
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\userTempDM\config\loadConfig.go", "Go", 0, 0, 52, 0, 0, 0, 0, 0, 1, 9, 62
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\userTempDM\config\loadConfig_test.go", "Go", 0, 0, 11, 0, 0, 0, 0, 0, 0, 4, 15
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\userTempDM\redisAndJwt.go", "Go", 0, 0, 123, 0, 0, 0, 0, 0, 5, 27, 155
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\userTempDM\security\loadSecurity.go", "Go", 0, 0, 16, 0, 0, 0, 0, 0, 0, 5, 21
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\dataInfra\userTempDM\userTempDM.go", "Go", 0, 0, 12, 0, 0, 0, 0, 0, 0, 5, 17
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\entrypoint.prod.sh", "Shell Script", 9, 0, 0, 0, 0, 0, 0, 0, 1, 4, 14
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\entrypoint.sh", "Shell Script", 10, 0, 0, 0, 0, 0, 0, 0, 1, 6, 17
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\handle\extractLoginUserInfo\extract.go", "Go", 0, 0, 43, 0, 0, 0, 0, 0, 26, 9, 78
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\handle\handleApplication\handleApp.go", "Go", 0, 0, 374, 0, 0, 0, 0, 0, 2, 58, 434
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\handle\handleGeneralFormDraft\generalFormDraftCRUD.go", "Go", 0, 0, 240, 0, 0, 0, 0, 0, 15, 37, 292
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\handle\handleLogin\applyLogin.go", "Go", 0, 0, 95, 0, 0, 0, 0, 0, 12, 18, 125
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\handle\handleLogin\login.go", "Go", 0, 0, 76, 0, 0, 0, 0, 0, 11, 18, 105
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\handle\handleLogin\logout.go", "Go", 0, 0, 12, 0, 0, 0, 0, 0, 0, 4, 16
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\handle\handleProject\queryProject.go", "Go", 0, 0, 144, 0, 0, 0, 0, 0, 0, 20, 164
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\handle\handleUser\allUsers.go", "Go", 0, 0, 56, 0, 0, 0, 0, 0, 0, 8, 64
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\handle\handleUser\retrieveUserLogin.go", "Go", 0, 0, 23, 0, 0, 0, 0, 0, 0, 4, 27
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\handle\handleUser\userCRUD.go", "Go", 0, 0, 247, 0, 0, 0, 0, 0, 14, 37, 298
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\infrastructure\infrastructure.go", "Go", 0, 0, 121, 0, 0, 0, 0, 0, 20, 30, 171
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\middleware\logGin.go", "Go", 0, 0, 26, 0, 0, 0, 0, 0, 12, 13, 51
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\middleware\tokenAuth.go", "Go", 0, 0, 25, 0, 0, 0, 0, 0, 2, 3, 30
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\model\application\appConst.go", "Go", 0, 0, 21, 0, 0, 0, 0, 0, 0, 7, 28
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\model\application\application.go", "Go", 0, 0, 73, 0, 0, 0, 0, 0, 3, 11, 87
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\model\generalFormDraft\generalFormDraft.go", "Go", 0, 0, 17, 0, 0, 0, 0, 0, 1, 4, 22
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\model\generalForm\generalForm.go", "Go", 0, 0, 9, 0, 0, 0, 0, 0, 0, 2, 11
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\model\gfApplication\gfApplication.go", "Go", 0, 0, 71, 0, 0, 0, 0, 0, 6, 18, 95
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\model\project\info.go", "Go", 0, 0, 67, 0, 0, 0, 0, 0, 6, 18, 91
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\model\project\updateInfo.go", "Go", 0, 0, 35, 0, 0, 0, 0, 0, 0, 7, 42
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\model\resource\resource.go", "Go", 0, 0, 6, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\model\user\checkUserName.go", "Go", 0, 0, 12, 0, 0, 0, 0, 0, 1, 6, 19
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\model\user\checkUserName_test.go", "Go", 0, 0, 27, 0, 0, 0, 0, 0, 0, 4, 31
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\model\user\user.go", "Go", 0, 0, 50, 0, 0, 0, 0, 0, 10, 16, 76
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\model\user\user_test.go", "Go", 0, 0, 1, 0, 0, 0, 0, 0, 52, 2, 55
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\server.go", "Go", 0, 0, 70, 0, 0, 0, 0, 0, 2, 16, 88
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\workflow\ApplyChangeResource\ApplyChangeResource_suite_test.go", "Go", 0, 0, 38, 0, 0, 0, 0, 0, 3, 14, 55
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\workflow\ApplyChangeResource\workflow.go", "Go", 0, 0, 339, 0, 0, 0, 0, 0, 44, 46, 429
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\workflow\ApplyChangeResource\workflow_test.go", "Go", 0, 0, 120, 0, 0, 0, 0, 0, 60, 17, 197
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\workflow\ApplyProjectAndResource\ApplyProjectAndResource_suite_test.go", "Go", 0, 0, 39, 0, 0, 0, 0, 0, 2, 14, 55
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\workflow\ApplyProjectAndResource\workflow.go", "Go", 0, 0, 357, 0, 0, 0, 0, 0, 35, 50, 442
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\workflow\ApplyProjectAndResource\workflow_test.go", "Go", 0, 0, 164, 0, 0, 0, 0, 0, 4, 24, 192
"c:\Users\dkzhang\go\src\github.com\dkzhang\RmsGo\webapi\workflow\generalWorkflow.go", "Go", 0, 0, 84, 0, 0, 0, 0, 0, 6, 17, 107
"Total", "-", 19, 986, 11694, 12, 1132, 69, 152, 129, 904, 2577, 17674
